OBJECTID,response_id,response_date,q3_1_respondee_type_business_ow,q3_2_respondee_type_resident,q3_3_respondee_type_worker,q3_4_respondee_type_student,q3_5_respondee_type_visitor,q3_6_respondee_type_property_ow,q4_1_business_postcode,q4_2_business_type,q4_3_business_overview,q5_ATSI_business,q6_1_pre_covid_full_time_staff,q6_2_pre_covid_part_time_staff,q6_3_pre_covid_casual_staff,q6_4_pre_covid_contract_staff,q7_covid_impact_on_employment_l,q8_1_post_covid_full_time_staff,q8_2_post_covid_part_time_staff,q8_3_post_covid_casual_staff,q8_4_post_covid_contract_staff,q9_1_covid_impact_on_business_r,q9_2_covid_impact_on_business_i,q9_3_covid_impact_on_business_r,q9_4_covid_impact_on_business_i,q9_5_covid_impact_on_business_g,q9_6_covid_impact_on_business_d,q10_business_still_operating,q11_1_reason_for_business_closi,q11_2_reason_for_business_closi,q11_3_reason_for_business_closi,q11_4_reason_for_business_closi,q11_5_reason_for_business_closi,q11_6_reason_for_business_closi,q11_7_reason_for_business_closi,q11_8_reason_for_business_closi,q11_9_reason_for_business_closi,q11_10_reason_for_business_clos,q11_11_reason_for_business_clos,q11_12_reason_for_business_clos,q12_what_could_have_helped_busi,q13_how_long_can_business_remai,q14_1_change_made_to_business_e,q14_2_change_made_to_business_p,q14_3_change_made_to_business_d,q15_changes_made_to_business_ot,q16_collaborating_with_other_bu,q17_1_understanding_of_federal_,q17_2_understanding_of_state_go,q17_3_understanding_of_local_go,q18_not_seeking_support,q18_2_seeking_rent_relief_from_,q18_3_seeking_debt_relief_from_,q18_4_seeking_payroll_tax_relie,q18_5_seeking_jobkeeper_benefit,q18_6_seeking_tax_relief_from_f,q18_7_seeking_small_business_gr,q18_8_seeking_grant_support_fro,q18_9_seeking_unsecured_busines,q18_10_seeking_support_other,q19_1_undefined,q19_2_seeking_rent_relief_from_,q19_3_seeking_debt_relief_from_,q19_4_seeking_payroll_tax_relie,q19_5_seeking_jobkeeper_benefit,q19_6_seeking_tax_relief_from_f,q19_7_seeking_small_business_gr,q19_8_seeking_grant_support_fro,q19_9_seeking_unsecured_busines,q19_10_seeking_support_other_st,q20_1_potential_support_from_ci,q20_2_potential_support_from_ci,q20_3_potential_support_from_ci,q20_4_potential_support_from_ci,q20_5_potential_support_from_ci,q20_6_potential_support_from_ci,q20_7_potential_support_from_ci,q20_8_potential_support_from_ci,q20_9_potential_support_from_ci,q20_10_potential_support_from_c,q20_11_potential_support_from_c,q20_12_potential_support_from_c,q21_1_business_change_within_18,q21_2_business_change_within_18,q21_3_business_change_within_18,q21_4_business_change_within_18,q21_5_business_change_within_18,q21_6_business_change_within_18,q21_7_business_change_within_18,q21_8_business_change_within_18,q21_9_business_change_within_18,q21_10_business_change_within_1,q21_11_business_change_within_1,q21_12_business_change_within_1,q21_13_business_change_within_1,q21_14_business_change_within_1,q21_15_business_change_within_1,q22_business_viable_at_which_st,q23_sector_change_post_restrict,q29_covid_recovery_planning_add,q30_covid_recovery_planning_add,q31_1_covid_recovery_planning_a,q31_2_covid_recovery_planning_a,q31_3_covid_recovery_planning_a,q31_4_covid_recovery_planning_a,q31_5_covid_recovery_planning_a,q31_6_covid_recovery_planning_a,q31_7_covid_recovery_planning_a,q31_8_covid_recovery_planning_a,q31_9_covid_recovery_planning_a,q31_10_covid_recovery_planning_,q32_1_which_activities_would_yo,q32_2_which_activities_would_yo,q32_3_which_activities_would_yo,q32_4_which_activities_would_yo,q32_5_which_activities_would_yo,q32_6_which_activities_would_yo,q32_7_which_activities_would_yo,q32_8_which_activities_would_yo,q32_9_which_activities_would_yo,q32_10_which_activities_would_y,q32_11_which_activities_would_y,q32_12_which_activities_would_y,q32_13_which_activities_would_y,q32_14_which_activities_would_y,q32_15_which_activities_would_y,q32_16_which_activities_would_y,q32_17_which_activities_would_y,q32_18_which_activities_would_y,q32_19_which_activities_would_y,q33_1_are_there_any_positive_th,q33_2_are_there_any_positive_th,q33_3_are_there_any_positive_th,q33_4_are_there_any_positive_th,q33_5_are_there_any_positive_th,q33_6_are_there_any_positive_th,q33_7_are_there_any_positive_th,q34_1_how_soon_do_you_think_you,q34_2_how_soon_do_you_think_you,q34_3_how_soon_do_you_think_you,q34_4_how_soon_do_you_think_you,q34_5_how_soon_do_you_think_you,q34_6_how_soon_do_you_think_you,q34_7_how_soon_do_you_think_you,q34_8_how_soon_do_you_think_you,q34_9_how_soon_do_you_think_you,q34_10_how_soon_do_you_think_yo,q35_1_how_important_is_city_of_,q35_2_how_important_is_city_of_,q35_3_how_important_is_city_of_,q35_4_how_important_is_city_of_,q35_5_how_important_is_city_of_,q35_6_how_important_is_city_of_,q35_7_how_important_is_city_of_,q35_8_how_important_is_city_of_,q37_1_what_concerns_you_most_ab,q37_2_what_concerns_you_most_ab,q37_3_what_concerns_you_most_ab,q37_4_what_concerns_you_most_ab,q37_5_what_concerns_you_most_ab,q37_6_what_concerns_you_most_ab,q37_7_what_concerns_you_most_ab,q37_8_what_concerns_you_most_ab,q37_9_what_concerns_you_most_ab,q37_10_what_concerns_you_most_a,q37_11_what_concerns_you_most_a,q37_12_what_concerns_you_most_a,q37_13_what_concerns_you_most_a,q37_14_what_concerns_you_most_a,q37_15_what_concerns_you_most_a,q37_16_what_concerns_you_most_a,q37_17_what_concerns_you_most_a,q38_1_mostly_positive_changes,q38_2_mostly_negative_changes,q40_1_respondee_age_range,q40_2_respondee_identified_gend,q40_3_respondee_identify_as_a_p,q40_4_respondee_identify_as_abo,q41_respondee_home_postcode_sub,q42_respondee_current_place_of_,q43_respondee_current_place_of_,q44_respondee_speak_a_language_,q45_respondee_languages_spoken_,q48_final_comments
2754,2704,25/05/2020,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
2755,2705,25/05/2020,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
2756,2706,25/05/2020,Yes,No,No,No,No,No,2009,Incorporated for-profit,Residential and boutique commercial architecture and interior design,No,2,0,0,0,"I've reduced staff hours, but haven't let staff go",,,,,High,None / NA,High,None / NA,Some,Low,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,,,1-3 months,Not Applicable,Yes,Not Applicable,"Utilising video conferencing to conduct meetings and site visits.  Covid19 has greatly impacted how we work, it has been very challenging for us as we are traditionally a very collaborative business.  As much as it is possible to communicate over phone or video, the effectiveness of that communication is limited.",No,Completely,Mostly,Mostly,,Applied - successful,Not required,Not required,Applied – successful,Applied – successful,Applied – awaiting outcome,Applied – awaiting outcome,Not applied – not aware,,option-1,,,,,,,,,,Yes,No,Yes,No,No,Yes,No,No,No,No,No,,No,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,No,Not relevant,"The opportunity for good design to provide solutions for healthier workplaces, multi-residential living and public spaces",No,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
2757,2707,25/05/2020,Yes,Yes,No,No,No,No,2015,Incorporated for-profit,Book and puzzle retail/subscriptions,No,1,1,,,No impact,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
2758,2708,25/05/2020,Yes,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
2759,2709,25/05/2020,Yes,No,No,No,No,No,2000,Incorporated for-profit,Chiropractor,No,1,,,,"I've reduced staff hours, but haven't let staff go",,,,,High,High,High,None / NA,High,Some,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,,,Long term,Not Applicable,Yes,Yes,Reduced and spaced patient appointments,,Mostly,Mostly,Mostly,,Applied - successful,Not applied – not eligible,Not required,Applied – successful,Not applied – not aware,Applied – successful,Applied – awaiting outcome,Not required,,,,,,,,,,,Na,Yes,No,No,No,No,Yes,No,No,Yes,No,No,",",No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
2760,2710,25/05/2020,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Stress from children being at home more,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,Yes,No,No,Yes,No,No,,Immediately,Immediately,,,,,,1-3 months,1-3 months,,Very important,Very important,Very important,Very important,,Important,Somewhat important,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
2761,2711,25/05/2020,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,"Worrying about the security of my job ,Not being able to do activities that are important to me,Physical health concerns",No,No,No,No,No,No,No,No,No,,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,,Yes,No,No,Yes,No,No,,4-6 months,Longer,,,,,,Longer,1-3 months,,Very important,Very important,Very important,Very important,,Somewhat important,Somewhat important,,Yes,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,,"Employers being more open to flexible working arrangements.
 More awareness of personal hygiene in the community.",Arts and Cuture segments where the first to close and will be the last re-open as this segment is not easily adaptable to distancing without being economically unfeasible.,30-39,Female,No,No,2765,Separate house,Renting,No,,
2762,2712,25/05/2020,Yes,No,No,No,No,No,2015,Incorporated for-profit,Kids entertainment,No,4,,,22,"I've reduced staff hours, but haven't let staff go",,,,,High,None / NA,High,None / NA,High,None / NA,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,,,1-3 months,No,Yes,Yes,We now offer virtual kids parties,,Somewhat,Somewhat,Somewhat,,Applied - successful,Not applied – not aware,Applied – successful,Applied – successful,Not applied – not aware,Applied – successful,Applied – awaiting outcome,Not required,,,,,,,Not aware,,,,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,,No,Yes,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Stage 2: 20 people,,No,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
2763,2713,25/05/2020,Yes,No,No,No,No,No,2067,Sole trader,Asian vegan street food and desserts,No,0,0,1,0,Yes – I’ve let staff go,0,0,0,0,High,None / NA,High,None / NA,High,None / NA,No - temporary closure,Yes,No,No,No,No,No,No,No,No,No,No,,More support,,Not Applicable,Not Applicable,Not Applicable,N/A,No,Somewhat,Somewhat,Somewhat,,Applied - unsuccessful,Applied – unsuccessful,Applied – unsuccessful,Applied – successful,Not applied – not aware,Not applied – not aware,Applied – awaiting outcome,Not applied – not aware,,,No clear explanation,No response back from finance company,Non for casual,Applied and approved.,Not aware,New South Wales,Sydney,,,Yes,No,No,Yes,No,No,No,No,Yes,No,No,,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Stage 1: 10 people,More long term financial assistance with rents,Yes,"Not being able to pay basic living costs (bills, rent, rates, childcare, strata fees, and loans),Not being able to access important services such as doctors, physios, counselling etc ,Loss of income / employment,Not being able to do activities that are important to me,Physical health concerns,Wellbeing and mental health concerns,Stress caused by living and working in close proximity to others",No,No,Yes,No,Yes,Yes,No,No,No,,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,Yes,No,,No,No,No,No,Yes,No,,Immediately,Immediately,,,,,,Immediately,1-3 months,1-3 months,Very important,Important,Important,Somewhat important,,Important,Very important,,No,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,,More time to spend doing hobbies,No revenue/money. Financial fear,40-49,Female,No,No,2067,Unit/apartment in a 4+ storey block,Renting,Yes,Cantonese,Thank you
2764,2714,25/05/2020,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,"Social isolation and feeling lonely ,Not being able to do activities that are important to me,Stress from working from home",No,No,No,No,No,No,No,No,No,,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,,No,No,No,No,No,No,No,Immediately,Immediately,,,,,,Immediately,Immediately,1-3 months,Very important,Very important,Very important,Very important,,Very important,Important,,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,20-29,Male,Prefer not to say,No,Work in the Rocks,Separate house,Living rent-free with family or friends,No,,
2765,2715,25/05/2020,Yes,No,No,No,No,No,2080,Incorporated for-profit,Professional cleaning service,No,4,1,0,0,"I've reduced staff hours, but haven't let staff go",,,,,Some,None / NA,Low,None / NA,None / NA,Low,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,,,Long term,Yes,No,Yes,"Yes, minimal contact with clients. No signing off on jobs - all done electronically now.",,Mostly,Somewhat,Not at all,,Not required,Not required,Not required,Applied – successful,Applied – successful,Applied – unsuccessful,Not applied – not eligible,Not required,,option-1,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
2766,2716,25/05/2020,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,"Not being able to access important services such as doctors, physios, counselling etc ,Not being able to do activities that are important to me,Wellbeing and mental health concerns",No,No,No,No,No,No,No,No,No,,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,,1-3 months,Longer,,,,,,Longer,Longer,Longer,Very important,Very important,Important,Important,,Not very important,Important,,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,,Businesses understanding that people can work effectively remotely,The visitor economy will be impacted. People will be hesitant for quite sometime travelling to high-density population and building areas.,40-49,Female,No,No,2484,Separate house,Paying it off / mortgaged,No,,
2767,2717,25/05/2020,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
2768,2718,25/05/2020,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,Loss of income / employment,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,Yes,No,No,,Immediately,1-3 months,,,,,,1-3 months,1-3 months,1-3 months,Very important,Very important,Very important,Important,,Important,Important,,Yes,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,Yes,,people looking out for each other and making the most under the restrictions,high unemployment rate and mental illness,40-49,Female,No,No,2024,Separate house,Outright owner,Yes,Spanish,
2769,2719,25/05/2020,Yes,No,No,No,No,No,2010,"Incorporated not-for-profit (charity, social enterprise)",We provide training for youth workers,No,0,7,0,0,Yes – I’ve hired more staff,0,10,0,0,Some,None / NA,Some,None / NA,Low,None / NA,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,,,3-6 months,Not Applicable,No,Yes,,No,Completely,Not Applicable,Not Applicable,,Applied - successful,Not required,Applied – successful,Applied – successful,Not applied – not eligible,Not applied – not eligible,Not applied – not eligible,Not required,,,,,,,,,It only applies to retailers or those directly impacted - our organisation is indirectly impacted,,,No,Yes,No,No,No,No,No,No,Yes,No,No,,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Not relevant,"Increased consideration for the environmental impacts of doing business, and flexible working as the new normal",No,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
2770,2720,25/05/2020,Yes,No,No,No,No,No,2017,Sole trader,Represents living contemporary Artists from around Australia,No,1,2,1,4,Yes – I’ve let staff go,1,2,0,3,High,None / NA,High,None / NA,High,None / NA,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,,,3-6 months,Yes,No,No,More information on social media...looking at 3D imaging of our exhibitions...,no,Somewhat,Not at all,Mostly,,Applied - unsuccessful,Not required,Not required,Applied – successful,Applied – successful,Not applied – not aware,Applied – awaiting outcome,Not required,,,They are willing to defer but not waive or reduce...insisting that the full rental should be paid off over time.,n/a,n/a,,,Couldn't see where or what to apply for that was relevant to the Arts...,,n/a,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,Not sure,"Support for the $11billion industry that it the arts! The industry is overlooked or dismissed, we have no State Arts minister or Federal Department...frankly it stinks! I also think that Cafe's and Restaurants should be able to have tables outside in the street without any council costs as long as they are not stopping pedestrians!",No,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,Only that this is the best Council in NSW under the governance of Clover Moore...delighted to be here.
2771,2721,25/05/2020,No,No,Yes,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,"Social isolation and feeling lonely ,Worrying about people who are important to me,Not being able to do activities that are important to me,Wellbeing and mental health concerns,Stress from working from home",No,No,No,No,No,No,No,No,No,,Yes,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,,Yes,Yes,No,Yes,Yes,Yes,,Immediately,Immediately,,,,,,Immediately,Immediately,Immediately,Very important,Very important,Important,Important,,Important,Somewhat important,,Yes,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,,,,20-29,Male,No,No,2076,Separate house,Living rent-free with family or friends,No,,
2772,2722,25/05/2020,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
2773,2723,25/05/2020,Yes,Yes,No,No,No,No,2011,Incorporated for-profit,Pilates exercise studio,No,,,2,,Yes – I’ve let staff go,,,0,,High,None / NA,High,None / NA,High,Low,Yes - in a limited or changed way,No,No,No,No,No,No,No,No,No,No,No,,,1-3 months,Yes,Yes,Yes,Providing online Zoom classes as only method of service delivery. We will have to wait for Step 2 in order to start trading on-site again.,No,Completely,Completely,Mostly,,Applied - awaiting outcome,Preparing an application,Applied – successful,Applied – awaiting outcome,Not applied – not eligible,,Not applied – not aware,Applied – successful,,,,,,,,,Not aware of any support relevant to our business that is available from City of Sydney. Would take it if there is any.,,,Yes,Yes,No,No,No,No,Yes,No,No,No,No,,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,Yes,No,Stage 2: 20 people,,Yes,"Loss of income / employment,Worrying about the security of my job ,Worrying about people who are important to me,Not being able to do activities that are important to me,Wellbeing and mental health concerns,Stress from children being at home more,Stress from working from home,Reduced access to the internet and online services and networks,Stress caused by living and working in close proximity to others",No,No,No,No,No,No,No,No,No,,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No,,No,Yes,Yes,Yes,No,No,,Immediately,1-3 months,,,,,,Immediately,1-3 months,Immediately,Very important,Very important,Very important,Very important,,Very important,Very important,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,,Localised communities feeling more connected.,Reduced employment. Reduced standards of living. Social distancing awkwardness.,40-49,Male,No,No,2011,Unit/apartment in a 4+ storey block,Renting,No,,
2774,2724,25/05/2020,Yes,Yes,No,No,No,No,2035,Sole trader,photography,No,1,,,,I'm a self employed photographer. I currently have no work at all,0,,,,High,None / NA,High,None / NA,High,None / NA,No - temporary closure,Yes,Yes,No,No,No,Yes,No,No,No,No,No,,"The Arts sector still operational, no distance restrictions, number of people together",,No,Yes,No,"I have to wait it out for the Arts sector to get back on its feet, for people to hire a photographer with my skills set, and the distance restrictions lifted so a shoot can happen safely","I have applied for a grant to complete a project that offers insight in the way music, and the ukulele in particular, are an integral part of a community and help people to socialise as well as offer a great way to overcome mental health issues.",Somewhat,Somewhat,Somewhat,,Applied - successful,,,,,,Applied – awaiting outcome,,I applied for and am receiving JobSeeker. I applied for JobKeeper too but never heard back after all my attempts to make contact or had my application accepted - so far.,,,,,have never heard back after applying and attempting to make contact direct.,,,I am currently waiting for the decisions to be made on the grant I applied for.,,,Yes,No,No,No,No,No,No,Yes,Yes,No,No,,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,Not relevant,"The Arts, and this means individual artists and practitioners not just major venues and organizations, are treated with respect and consideration when it comes to any support. Though it will be great to see the main theatres and venues reopen they don't employ us all. More grants to be made available to individual artists and practitioners. At the other end of this idea, more incentives for the general public to purchase and use the art that we make.",Yes,"Not being able to pay basic living costs (bills, rent, rates, childcare, strata fees, and loans),Loss of income / employment,Worrying about the security of my job ,Worrying about people who are important to me,Not being able to do activities that are important to me,Wellbeing and mental health concerns",No,No,No,No,No,No,No,No,No,"Currently, I have just enough to cover myself but if my situation goes on for more months I will come into strife",Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,,No,Yes,No,No,No,No,climate change seems to have received a benefit which is great,4-6 months,Longer,,,,,,Longer,,,Very important,Very important,Important,Very important,,Very important,Important,,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,Yes,No,No,Yes,,I am a positive person so would hope that any changes are for the better.,,50-59,Female,No,No,2035,"Semi-detached, terrace house, townhouse",Renting,No,,thanks for asking our thoughts and opinions
2775,2725,25/05/2020,Yes,No,No,No,No,No,2000,"Incorporated not-for-profit (charity, social enterprise)",hand made arts and crafts,No,0,0,0,0,All members who do duty in the craft gallery are all casuals,0,0,0,0,High,None / NA,High,None / NA,High,None / NA,No - permanent closure,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No,,no pandemic,,Yes,No,Yes,,,Mostly,Mostly,Mostly,,Applied - unsuccessful,,,Not applied – not eligible,,,Applied – successful,,,,Not eligible for Job Keeper but landlord will not negotiate in the spirit of the mandatory code,,,No employees so not eligible,,,,,,No,No,Yes,No,No,Yes,No,No,Yes,No,No,",",No,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes,No,No,No,Yes,Not relevant,,No,,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,No,No,No,No,No,No,,,,,,,,,,,,,,,,,,,,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,
